PhotoduplicationDate (Day-Month-Year),RepoCode,ActivityName,ActivityDescription,BillingType,Quantity,UnitFee,PaymentAmount,PaymentMethod,PaymentReference,TransactionNumber,FY
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,263.94,Billing Account,285.25200.7067.267592.317196.0001.51466,865393,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,293.08,Billing Account,285.25200.7067.267592.317196.0001.51466,865418,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,293.84,Billing Account,285.25200.7067.267592.317196.0001.51466,865384,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,313.6,Billing Account,285.25200.7067.267592.317196.0001.51466,865395,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,319.25,Billing Account,285.25200.7067.267592.317196.0001.51466,865401,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,327.28,Billing Account,285.25200.7067.267592.317196.0001.51466,865407,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,335.7,Billing Account,285.25200.7067.267592.317196.0001.51466,865385,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,582.75,Billing Account,285.25200.7067.267592.317196.0001.51466,848607,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,591.95,Billing Account,285.25200.7067.267592.317196.0001.51466,848612,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,611.13,Billing Account,285.25200.7067.267592.317196.0001.51466,848611,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,614.35,Billing Account,285.25200.7067.267592.317196.0001.51466,848600,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,619.25,Billing Account,285.25200.7067.267592.317196.0001.51466,848613,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,732.06,Billing Account,285.25200.7067.267592.317196.0001.51466,848602,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,1136.22,Billing Account,285.25200.7067.267592.317196.0001.51466,869352,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,2052.84,Billing Account,285.25200.7067.267592.317196.0001.51466,869353,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Digital Capture (oversize/foldout),1,15,105.9,Billing Account,285.25200.7067.267592.317196.0001.51466,865391,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,"Document Scanning (180-deg/up to 23x15"")",105,0.75,105.9,Billing Account,285.25200.7067.267592.317196.0001.51466,865391,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,"Document Scanning (180-deg/up to 23x15"")",323,0.75,263.94,Billing Account,285.25200.7067.267592.317196.0001.51466,865393,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,"Document Scanning (180-deg/up to 23x15"")",761,0.75,582.75,Billing Account,285.25200.7067.267592.317196.0001.51466,848607,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,"Document Scanning (180-deg/up to 23x15"")",786,0.75,611.13,Billing Account,285.25200.7067.267592.317196.0001.51466,848611,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,"Document Scanning (180-deg/up to 23x15"")",934,0.75,732.06,Billing Account,285.25200.7067.267592.317196.0001.51466,848602,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,"Document Scanning (180-deg/up to 23x15"")",1449,0.75,1136.22,Billing Account,285.25200.7067.267592.317196.0001.51466,869352,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,"Document Scanning (180-deg/up to 23x15"")",2628,0.75,2052.84,Billing Account,285.25200.7067.267592.317196.0001.51466,869353,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,105,0.03,105.9,Billing Account,285.25200.7067.267592.317196.0001.51466,865391,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,221,0.03,611.13,Billing Account,285.25200.7067.267592.317196.0001.51466,848611,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,323,0.03,263.94,Billing Account,285.25200.7067.267592.317196.0001.51466,865393,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,452,0.03,732.06,Billing Account,285.25200.7067.267592.317196.0001.51466,848602,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,716,0.03,293.08,Billing Account,285.25200.7067.267592.317196.0001.51466,865418,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,718,0.03,293.84,Billing Account,285.25200.7067.267592.317196.0001.51466,865384,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,770,0.03,313.6,Billing Account,285.25200.7067.267592.317196.0001.51466,865395,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,806,0.03,327.28,Billing Account,285.25200.7067.267592.317196.0001.51466,865407,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,1449,0.03,1136.22,Billing Account,285.25200.7067.267592.317196.0001.51466,869352,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,2628,0.03,2052.84,Billing Account,285.25200.7067.267592.317196.0001.51466,869353,2023
2022-12-21,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,Book Scanning (180-deg/up to 23x15x3),276,0.35,176.88,Billing Account,285.25200.7067.267592.317196.0001.51466,848616,2023
2022-12-21,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,Customized Structural Metadata (simple object),24,3,176.88,Billing Account,285.25200.7067.267592.317196.0001.51466,848616,2023
2022-12-21,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,Deposit to Digital Repository Service,1,0,176.88,Billing Account,285.25200.7067.267592.317196.0001.51466,848616,2023
2022-12-21,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,OCR,276,0.03,176.88,Billing Account,285.25200.7067.267592.317196.0001.51466,848616,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Book Scanning (180-deg/up to 23x15x3),586,0.35,235.28,Billing Account,285.25200.7067.267592.317196.0001.51466,845125,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Book Scanning (180-deg/up to 23x15x3),878,0.35,353.47,Billing Account,285.25200.7067.267592.317196.0001.51466,839982,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Book Scanning (180-deg/up to 23x15x3),1155,0.35,468.9,Billing Account,285.25200.7067.267592.317196.0001.51466,865383,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Book Scanning (180-deg/up to 23x15x3),1973,0.35,711.55,Billing Account,285.25200.7067.267592.317196.0001.51466,865382,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),1,3,443.7,Billing Account,285.25200.7067.267592.317196.0001.51466,870887,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),1,3,579.42,Billing Account,285.25200.7067.267592.317196.0001.51466,870886,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),5,3,720.75,Billing Account,285.25200.7067.267592.317196.0001.51466,839983,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),6,3,235.28,Billing Account,285.25200.7067.267592.317196.0001.51466,845125,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),6,3,459.48,Billing Account,285.25200.7067.267592.317196.0001.51466,870882,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),6,3,8664,Billing Account,285.25200.7067.267592.317196.0001.51466,867658,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),7,3,711.55,Billing Account,285.25200.7067.267592.317196.0001.51466,865382,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),9,3,353.47,Billing Account,285.25200.7067.267592.317196.0001.51466,839982,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),10,3,468.9,Billing Account,285.25200.7067.267592.317196.0001.51466,865383,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),10,3,774.12,Billing Account,285.25200.7067.267592.317196.0001.51466,870885,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),11,3,759.96,Billing Account,285.25200.7067.267592.317196.0001.51466,865361,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),12,3,885.42,Billing Account,285.25200.7067.267592.317196.0001.51466,865372,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),14,3,761.16,Billing Account,285.25200.7067.267592.317196.0001.51466,865362,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),15,3,607.56,Billing Account,285.25200.7067.267592.317196.0001.51466,834216,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),16,3,565.26,Billing Account,285.25200.7067.267592.317196.0001.51466,845122,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),18,3,686.25,Billing Account,285.25200.7067.267592.317196.0001.51466,845123,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),20,3,476.52,Billing Account,285.25200.7067.267592.317196.0001.51466,869354,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),20,3,724.56,Billing Account,285.25200.7067.267592.317196.0001.51466,869356,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),24,3,670.44,Billing Account,285.25200.7067.267592.317196.0001.51466,865363,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),25,3,1055.46,Billing Account,285.25200.7067.267592.317196.0001.51466,845124,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,235.28,Billing Account,285.25200.7067.267592.317196.0001.51466,845125,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,353.47,Billing Account,285.25200.7067.267592.317196.0001.51466,839982,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,443.7,Billing Account,285.25200.7067.267592.317196.0001.51466,870887,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,459.48,Billing Account,285.25200.7067.267592.317196.0001.51466,870882,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,468.9,Billing Account,285.25200.7067.267592.317196.0001.51466,865383,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,476.52,Billing Account,285.25200.7067.267592.317196.0001.51466,869354,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,565.26,Billing Account,285.25200.7067.267592.317196.0001.51466,845122,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,579.42,Billing Account,285.25200.7067.267592.317196.0001.51466,870886,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,607.56,Billing Account,285.25200.7067.267592.317196.0001.51466,834216,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,670.44,Billing Account,285.25200.7067.267592.317196.0001.51466,865363,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,686.25,Billing Account,285.25200.7067.267592.317196.0001.51466,845123,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,711.55,Billing Account,285.25200.7067.267592.317196.0001.51466,865382,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,720.75,Billing Account,285.25200.7067.267592.317196.0001.51466,839983,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,724.56,Billing Account,285.25200.7067.267592.317196.0001.51466,869356,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,759.96,Billing Account,285.25200.7067.267592.317196.0001.51466,865361,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,761.16,Billing Account,285.25200.7067.267592.317196.0001.51466,865362,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,774.12,Billing Account,285.25200.7067.267592.317196.0001.51466,870885,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,885.42,Billing Account,285.25200.7067.267592.317196.0001.51466,865372,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,1055.46,Billing Account,285.25200.7067.267592.317196.0001.51466,845124,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,8664,Billing Account,285.25200.7067.267592.317196.0001.51466,867658,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Digital Capture (bound/up to 19x25.5"")",1441,6,8664,Billing Account,285.25200.7067.267592.317196.0001.51466,867658,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Digital Capture (oversize/foldout),1,15,565.26,Billing Account,285.25200.7067.267592.317196.0001.51466,845122,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,Digital Capture (oversize/foldout),1,15,670.44,Billing Account,285.25200.7067.267592.317196.0001.51466,865363,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",534,0.75,476.52,Billing Account,285.25200.7067.267592.317196.0001.51466,869354,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",565,0.75,443.7,Billing Account,285.25200.7067.267592.317196.0001.51466,870887,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",566,0.75,459.48,Billing Account,285.25200.7067.267592.317196.0001.51466,870882,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",655,0.75,565.26,Billing Account,285.25200.7067.267592.317196.0001.51466,845122,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",722,0.75,607.56,Billing Account,285.25200.7067.267592.317196.0001.51466,834216,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",739,0.75,579.42,Billing Account,285.25200.7067.267592.317196.0001.51466,870886,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",748,0.75,670.44,Billing Account,285.25200.7067.267592.317196.0001.51466,865363,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",819,0.75,686.25,Billing Account,285.25200.7067.267592.317196.0001.51466,845123,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",852,0.75,724.56,Billing Account,285.25200.7067.267592.317196.0001.51466,869356,2023
2022-12-21,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",922,0.75,761.16,Billing Account,285.25200.7067.267592.317196.0001.51466,865362,2023
